username,timestamp,text,team,sentiment,sentiment_score,context_sentiment,context_modifiers,vader_scores,emoji_sentiment
CityYearNewYork,2024-11-08T17:00:46.000Z,Face paintings bouncy houses and giant inflatable corn on the cobs – what more can you ask for? Thank you to Council Member Shekar Krishnen and the Queens Community House for joining our fall festival at PS148 last month!,New York Giants,positive,0.43062,0.0,{},"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.7177}",0
FC Bayern Brasileiro,2024-11-08T16:57:17.000Z,Vincent Kompany trocou de camisa com o treinador Brian Daboll do New York Giants,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
oliver,2024-11-08T16:57:16.000Z,Let’s have a quick look at the New York giants Twitter community,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Liam,2024-11-08T15:51:08.000Z,the 2-7 new york giants led by daniel jones vs the 2-7 carolina panthers with MGK as the halftime performance yeah this game is deadass the worst event to happen in germany since the 1930’s,New York Giants,negative,-0.26424,0.0,{},"{'neg': 0.099, 'neu': 0.847, 'pos': 0.053, 'compound': -0.4404}",0
Fetti,2024-11-08T15:43:35.000Z,Until y’all stand next to one of Us…..a NEW YORK GIANTS fan,New York Giants,positive,0.19091999999999998,0.0,{},"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}",0
MN,2024-11-08T15:32:23.000Z,Augusta National Golf Club has officially welcomed a crop of new members. According to Sports Business Journal this year’s freshman membership class includes former New York Giants quarterback Eli Manning CBS Sports Chairman Sean McManus Amazon CEO Andy Jassy and Delta,New York Giants,positive,0.28602,0.0,{},"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4767}",0
New York Post Sports,2024-11-08T15:27:35.000Z,Victor Cruz’s advice to Malik Nabers to keep him off dark Giants path,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Dan Duggan,2024-11-08T15:21:57.000Z,One of the first questions to Daboll was about the Giants’ league-worst red zone offense. And they say the New York media is tough!,New York Giants,negative,-0.25194,0.0,{},"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.4199}",0
NHS Athletics,2024-11-08T15:17:29.000Z,Congratulations to Coach John Acquavita for being named the New York Giants Coach of the Week! 10%20of%20the%202024%20season….,New York Giants,positive,0.3816,0.0,{},"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.636}",0
ChuckieTweetz,2024-11-08T15:15:31.000Z,#Ravens currently have the worst pass D of any team since the 2015 New York Giants. They are allowing 294 yards a game in the air that’s 30 yards more than any team.,New York Giants,negative,-0.37494,0.0,{},"{'neg': 0.102, 'neu': 0.898, 'pos': 0.0, 'compound': -0.6249}",0
Geoff Fienberg,2024-11-08T15:05:34.000Z,"""We need our own Joe Rogan"" is essentially the exact same thing as New York Giants fans being like ""We need our own Patrick Mahomes""",New York Giants,positive,0.21672,0.0,{},"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.3612}",0
New York Giants,2024-11-08T14:11:09.000Z,Numbers to know for Week 10 :,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
NFL Transactions,2024-11-08T14:11:00.000Z,11/7/2024 NFL Transactions #NFL #NFLTransactions #NFLNews #FantasyFootball GIANTS #Giants #NYGiants - Greg Joseph K: Waived by New York (NYG),New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
QWIKET NFL,2024-11-08T14:00:01.000Z,#nfl #KeepPounding The Carolina Panthers are the only NFL team without a prime-time game this season with their closest experience being a Sunday morning matchup against the New York Giants in Munich Germany. In a bid to impress the Panthers will,New York Giants,positive,0.26424,0.0,{},"{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.4404}",0
DiPietro & Rothenberg,2024-11-08T14:00:00.000Z,HOUR 4 WITH & : We preview Week 10 for the #Giants & #Jets. Plus the #Mets are set for a meeting with Juan Soto. Listen on in NYC the ESPN New York app or,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
TheGiantsWire,2024-11-08T13:56:08.000Z,Susie Wiles daughter of one-time New York Giants kicker and late broadcaster Pat Summerall named Chief of Staff.,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
NFL Digest,2024-11-08T13:52:42.000Z,#nfl #KeepPounding The Carolina Panthers are the only NFL team without a prime-time game this season with their closest experience being a Sunday morning matchup against the New York Giants in Munich Germany. In a bid to impress the Panther...,New York Giants,positive,0.26424,0.0,{},"{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.4404}",0
Daps Sports,2024-11-08T13:31:55.000Z,Giants fans check out Podcast. He talks about New York media and some fans anger towards Malik Nabers and Deonte Banks and the under tones behind their coverage. If you follow please support so our side of the story get amplified as much as theirs.,New York Giants,neutral,0.04632,0.0,{},"{'neg': 0.07, 'neu': 0.835, 'pos': 0.095, 'compound': 0.0772}",0
DiPietro & Rothenberg,2024-11-08T12:00:02.000Z,HOUR 2 WITH & : We preview Week 10 for the #Giants & #Jets. Plus the #Mets are set for a meeting with Juan Soto. -7:35AM: -7:45AM: Listen on in NYC the ESPN New York app or,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
ErkTheJerk,2024-11-08T11:33:45.000Z,I was today years old when I found out that the New York Mets color scheme is a mixture of the orange from NY Giants and the blue from the Brooklyn Dodgers. #sfgiants #ladodgers #mlb,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
The Panthers Magpie - NFL UK,2024-11-08T11:09:53.000Z,Check out the New York Giants @ #Panthers in Munich - Week 10 Preview show I recorded with #Giants podcast Thanks for having me on guys! #Giants100 #KeepPounding,New York Giants,positive,0.29556,0.0,{},"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.4926}",0
QWIKET NFL,2024-11-08T11:09:47.000Z,#nfl #Browns The NFL season has been tough for the New Orleans Saints New York Giants and Cleveland Browns with each team struggling to find consistency. The Saints after a promising start have lost seven straight games leading to the firing of head,New York Giants,negative,-0.39102,-0.3,{'outcome': 'loss'},"{'neg': 0.171, 'neu': 0.741, 'pos': 0.087, 'compound': -0.5267}",0
Dan White,2024-11-08T11:01:37.000Z,President elect Donald Trump has made his first cabinet choice. He chose Susie Wiles for Chief of Staff. Sports fans will recognize her legendary father sports announcer Pat Summeral who played in the NFL for the New York Giants.,New York Giants,positive,0.20400000000000001,0.0,{},"{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.34}",0
DiPietro & Rothenberg,2024-11-08T11:00:00.000Z,SHOW TIME! & are on. We preview Week 10 for the #Giants & #Jets. Plus the #Mets are set for a meeting with Juan Soto. -7:35AM: -7:45AM:,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
DiPietro & Rothenberg,2024-11-08T10:45:00.000Z,Coming up at 6AM with & : We preview Week 10 for the #Giants & #Jets. Plus the #Mets are set for a meeting with Juan Soto. -7:35AM: -7:45AM: Listen on in NYC the ESPN New York app or,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Jacob Carson,2024-11-08T07:13:27.000Z,My Week 10 picks: New York Giants Kansas City Chiefs San Francisco 49ers Chicago Bears Washington Commanders Buffalo Bills Minnasota Vikings Atlanta Falcons LA Chargers Philadephia Eagles Arizona Cardinals Detriot Lions Miami Dolphins,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
DJ BTE,2024-11-08T04:53:45.000Z,That was elite QB Play can’t wait the day the New York Giants have a QB like the two I saw tonight #Giants100,New York Giants,positive,0.45964000000000005,0.4,{'performance_positive': 'elite'},"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.5994}",0
John Kim,2024-11-08T04:42:56.000Z,His best playing years were as a kicker with the New York Giants.,New York Giants,positive,0.43104000000000003,0.0,{},"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}",0
Btgiftnest,2024-11-08T04:36:40.000Z,NFL New York Giants Discipline Attitude Will Grit Hoodie,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
New York to Las Vegas,2024-11-08T04:19:04.000Z,Jackson to Bateman TOUCHDOWN #ThursdayNightFootball #RavensFlock,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
New York to Las Vegas,2024-11-08T04:15:35.000Z,I need a touchdown here by Jackson Henry or Andrews #ThursdayNightFootball,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
NEW YORK FOOTBALL GIANTS (10-8),2024-11-08T03:51:21.000Z,Why not go for field go and be up by 4 and force them to go for TD. Outcoaching himself,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Big Olu,2024-11-08T03:47:09.000Z,New York Giants legend,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Cyber Siren,2024-11-08T03:38:34.000Z,The 49ers celebrate a strong home opener at Levi's Stadium with a 30-12 win over the New York Giants!,New York Giants,positive,0.6162,0.3,{'outcome': 'win'},"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.902}",0
Josh Eberley,2024-11-08T03:28:49.000Z,Touchdowns this season: New England Patriots - 15 Derrick Henry - 14 New York Giants - 14 Miami Dolphins - 12,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Tomknowsbetta,2024-11-08T03:14:50.000Z,We’re one Lamar injury away from being the New York Giants smh.,New York Giants,negative,-0.37494,0.0,{},"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.6249}",0
Patricia Traina,2024-11-08T03:02:15.000Z,Will New York Giants Get Off Skids vs. Panthers? (Big Blue Breakdown Podcast),New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
New York Post,2024-11-08T02:10:34.000Z,Jalin Hyatt finally getting another chance after sitting in Giants doldrums,New York Giants,positive,0.15,0.0,{},"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.25}",0
Jack,2024-11-08T01:55:45.000Z,The 2021-2024 New York Rangers,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
The Shakedown Media Network,2024-11-08T01:55:14.000Z,THE NEW YORK GIANTS BIG BLUE GERMANY,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
JVAN,2024-11-08T01:54:13.000Z,November 7 1965 - New York #Giants RB Chuck Mercein in action during their game against the Washington #Redskins at Yankee Stadium. #Washington defeated #NewYork 23-7. #NFL #OTD #1960s #Giants100 #RaiseHail,New York Giants,negative,-0.28602,0.0,{},"{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.4767}",0
Germany vs Bosnia and Herzegovina Live Stream,2024-11-08T01:24:13.000Z,Carolina Panthers is playing against New York Giants on November 10 2024 at 10:30 AM ET.. The game is played at Allianz Arena. This game is part of NFL.,New York Giants,positive,0.29634,0.0,{},"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4939}",0
New York Giants Most Suicidal Fan.,2024-11-08T01:19:24.000Z,U was beating ur meat sumn serious huh,New York Giants,negative,-0.30636,0.0,{},"{'neg': 0.417, 'neu': 0.583, 'pos': 0.0, 'compound': -0.5106}",0
LHDC89,2024-11-08T01:18:32.000Z,New York Giants New York Rangers New York Yankees New York Knicks,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Seth Robson,2024-11-08T01:18:44.000Z,Former New York Giants receivers visit Defense Department schools in Bavaria,New York Giants,positive,0.0768,0.0,{},"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.128}",0
Ralph Vacchiano,2024-11-08T01:13:38.000Z,WR Darius Slayton (concussion) will not make the trip to Germany with the New York Giants this week. He will be ruled OUT of Sunday’s game vs. Carolina.,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
New York Giants,2024-11-08T01:09:49.000Z,Germany bound,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
New York Giants 𝕩 Peeps,2024-11-08T01:07:04.000Z,Takeaways from coordinator pressers: Turnovers Jalin Hyatt kicker injuries more,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Noah Perkins,2024-11-08T00:03:50.000Z,Susie Wiles is the daughter of the late Pat Summerall - if you watched NFL telecasts prior to 2002 or were a New York Giants fan in the 50s you know who that is,New York Giants,positive,0.19091999999999998,0.0,{},"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.3182}",0
Irish New York Giants,2024-11-07T23:48:43.000Z,Ah man.. who’s cutting onions,New York Giants,negative,-0.0768,0.0,{},"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.128}",0
dan whatever numbers,2024-11-07T23:48:39.000Z,leaving America even if it means watching the New York football Giants,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
EDDIE NOVAK,2024-11-07T23:45:56.000Z,On the treadmill and becoming furious because I’m thinking about the New York Football Giants.,New York Giants,negative,-0.34313999999999995,0.0,{},"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5719}",0
QWIKET NFL,2024-11-07T23:35:59.000Z,#nfl #KeepPounding Bryce Young the Carolina Panthers' quarterback is set to make his first trip to Europe as his team faces the New York Giants in Germany. Young aims to secure back-to-back wins after a recent victory against the New Orleans Saints,New York Giants,positive,0.5111399999999999,0.3,{'outcome': 'win'},"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.7269}",0
NFL Digest,2024-11-07T23:32:33.000Z,#nfl #KeepPounding Bryce Young the Carolina Panthers' quarterback is set to make his first trip to Europe as his team faces the New York Giants in Germany. Young aims to secure back-to-back wins afte...,New York Giants,positive,0.43613999999999997,0.0,{},"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.7269}",0
The Washington Times,2024-11-07T23:21:27.000Z,A giant Norway spruce that will serve as this year's Rockefeller Christmas tree was en route to New York City on Thursday from its tiny Massachusetts hometown.,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
im not done,2024-11-07T23:20:17.000Z,Please pray for my New York Giants Pope Francis,New York Giants,positive,0.33444,0.0,{},"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.5574}",0
THE HUB,2024-11-07T23:11:15.000Z,New York Giants edge rusher Brian Burns will be facing the team that drafted him No. 16 overall in 2019 for the first time this Sunday when the Giants face the Carolina Panthers in Munich Germany.,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
New York BBWAA,2024-11-07T22:41:01.000Z,Mets have all the pieces in place to make giant step forward by for : The Mets squad that elated their fan base from... #Mets,New York Giants,positive,0.45474,0.0,{},"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.7579}",0
New York Giants Most Suicidal Fan.,2024-11-07T22:40:29.000Z,People are not bright,New York Giants,negative,-0.20471999999999999,0.0,{},"{'neg': 0.445, 'neu': 0.555, 'pos': 0.0, 'compound': -0.3412}",0
Patricia Traina,2024-11-07T22:34:49.000Z,New York Giants Week 10: A Look at the Carolina Panthers Offense,New York Giants,negative,-0.15,0.0,{},"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.25}",0
New York Daily News,2024-11-07T22:16:03.000Z,The Giants flew to Germany with more questions about NFL-worst offense writes. The Giants (2-7) are scoring a league-low 15.4 points per game in head coach Brian Daboll's first season as full-time playcaller.,New York Giants,negative,-0.15,0.0,{},"{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.25}",0
Matt,2024-11-07T22:07:21.000Z,The New York Giants took the field on Thursday for their second of three practices ahead of a Week 10 game against the Carolina Panthers in Munich Germany. Be...,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
New York Giants Most Suicidal Fan.,2024-11-07T22:03:36.000Z,Wearing the full MAGA fit in Lacey Washington at an LA Fitness is definitely a choice. Especially while being unathletic and old,New York Giants,positive,0.4458,0.0,{},"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.743}",0
New York Giants Most Suicidal Fan.,2024-11-07T21:57:32.000Z,When I post a picture in my stringer :,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Ralph Vacchiano,2024-11-07T21:55:24.000Z,New York Giants injury report:,New York Giants,negative,-0.25289999999999996,0.0,{},"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.4215}",0
PFF College,2024-11-07T21:37:00.000Z,Calling ALL Giants Fans New York Giants 2025 Mock Draft,New York Giants,negative,-0.25289999999999996,0.0,{},"{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.4215}",0
Jay,2024-11-07T21:33:36.000Z,The New York Giants,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
QWIKET NFL,2024-11-07T21:28:39.000Z,#nfl #NYGiants The upcoming matchup between the New York Giants and Carolina Panthers in Munich promises to be a pivotal game for both struggling teams each holding a 2-7 record. The Giants favored by 5 points are looking to break a four-game losing,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.1, 'neu': 0.799, 'pos': 0.1, 'compound': 0.0}",0
New York Giants,2024-11-07T20:46:18.000Z,. post win,New York Giants,positive,0.42654,0.3,{'outcome': 'win'},"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859}",0
13WHAM,2024-11-07T20:44:14.000Z,A giant 74-foot Norway spruce that will serve as this year's Rockefeller Center Christmas tree is en route to New York City from its tiny Massachusetts hometown.,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
QWIKET NFL,2024-11-07T20:40:51.000Z,#nfl #Titans Markus Kuhn made history as the first German to score a touchdown in the NFL a moment that transformed his life and inspired many in Germany. His touchdown a 26-yard fumble return for the New York Giants against the Tennessee Titans in,New York Giants,positive,0.29634,0.0,{},"{'neg': 0.0, 'neu': 0.94, 'pos': 0.06, 'compound': 0.4939}",0
the new york giants make me depressed,2024-11-07T20:38:25.000Z,This has to bait u can't serious rn,New York Giants,neutral,0.034319999999999996,0.0,{},"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.0572}",0
New York Giants,2024-11-07T20:34:54.000Z,The Scots are back for Germany,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Fantasy Sports,2024-11-07T20:33:35.000Z,Week 10 Fantasy Football Sleepers: Daniel Jones Jordan Mason Ray-Ray McCloud and More: Quarterbacks Daniel Jones New York Giants We start this off with Danny Dimes. He takes on the Carolina Panthers this week and they have been incapable of…,New York Giants,negative,-0.22907999999999998,0.0,{},"{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.3818}",0
RUDi,2024-11-07T20:29:44.000Z,Last game of the Internationals Series in Munich: New York Giants #nygiants vs Carolina Panthers #keeppounding #Panthers at Allianz Arena Munich #NYGvsCAR #FCB #FCBayern #NFLUK #NFLMunichGame Preview:,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Liam Grimley,2024-11-07T20:10:38.000Z,Jude McAtamney travelling with the New York Giants to Germany despite kicker Gano close to returning from injury,New York Giants,negative,-0.25289999999999996,0.0,{},"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.4215}",0
Kyle Yates,2024-11-07T19:10:35.000Z,NEWS: New York Giants WR Darius Slayton is likely OUT for Week 10 with a concussion as it's doubtful he makes the trip with the team to Germany to take on the Carolina Panthers. Noteworthy for those of you in deeper #fantasyfootball leagues...,New York Giants,negative,-0.20400000000000001,0.0,{},"{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.34}",0
Big Blue United,2024-11-07T19:03:00.000Z,New York Giants Week 10 Storylines: Daniel Jones's Last Hurrah? Here's a look at the top storylines ahead of the Giants-Panthers international game in Germany. #NYGiants #Giants,New York Giants,positive,0.39581999999999995,0.0,{},"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.6597}",0
Patricia Traina,2024-11-07T18:55:52.000Z,Fan Opinion Split on New York Giants' Inactivity at Trade Deadline,New York Giants,positive,0.19091999999999998,0.0,{},"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}",0
Trust,2024-11-07T18:50:02.000Z,#sportsourcio #nfl #football #news Giants-Panthers: When New York has the ball,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Big Blue View,2024-11-07T18:42:50.000Z,Giants-Panthers: When New York has the ball,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Stars and Stripes,2024-11-07T18:02:00.000Z,Two former New York Giants players visited Vilseck High School and Elementary School to meet students sign memorabilia and play some football. With Veterans Day approaching next week the visit held special significance. See photos:,New York Giants,positive,0.44105999999999995,0.0,{},"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.7351}",0
joe Lucas,2024-11-07T17:55:23.000Z,"#DidYouKnow The official game ball of the NFL is stamped with the nickname ""The Duke"" in honor of Wellington Mara the longtime owner of the New York Giants who was named after the Duke of Wellington. Tweeted for:",New York Giants,positive,0.29634,0.0,{},"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.4939}",0
WagerTalkTV,2024-11-07T18:18:47.000Z,New York Giants vs Carolina Panthers Predictions Picks and Best Bets | 2024 NFL Week 10 Bets,New York Giants,positive,0.38214,0.0,{},"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.6369}",0
Nathan Nguyen,2024-11-07T17:15:12.000Z,2015 Was the Beginning Of The End For The New York Giants | S2 E39,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Good Morning Football,2024-11-07T17:05:43.000Z,Comedian joins the show to discuss his new life as an empty-nester and his love/hate relationship with the New York Giants.,New York Giants,positive,0.22907999999999998,0.0,{},"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3818}",0
James Gray,2024-11-07T16:59:59.000Z,The are a joke of a franchise by every metric besides making money. I've been a fan for 37 years and I am done. Ownership management coaching...all atrocious. Fuck the New York Giants. #Giants100 #NFL,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.083, 'neu': 0.81, 'pos': 0.107, 'compound': 0.0}",0
New York Daily News,2024-11-07T16:54:03.000Z,MIKE LUPICA | So it has come to this for the 2024 Giants: They at least try to be the best team in Germany on Sunday.,New York Giants,positive,0.38214,0.0,{},"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.6369}",0
QWIKET NFL,2024-11-07T16:46:20.000Z,#nfl #NYGiants Wink Martindale has transitioned back to college football after leaving the New York Giants where he faced a challenging 2023 season. Now serving as the defensive coordinator for the Michigan Wolverines he expresses contentment in his new,New York Giants,positive,0.29634,0.0,{},"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.4939}",0
NFL Digest,2024-11-07T16:45:29.000Z,#nfl #NYGiants Wink Martindale has transitioned back to college football after leaving the New York Giants where he faced a challenging 2023 season. Now serving as the defens...,New York Giants,positive,0.09186000000000001,0.0,{},"{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0.1531}",0
Trent #Free5,2024-11-07T16:44:15.000Z,“On a tear” *beats the 2-7 jaguars by 5 on a last second INT *beats the 2-5 New York football giants *beats the 1-5 browns by 4,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Boston Herald,2024-11-07T16:44:06.000Z,A giant Norway spruce that will serve as this year's Rockefeller Christmas tree was en route to New York City on Thursday from its tiny Massachusetts hometown. The 74-foot-high conifer was cut down Thursday morning in West Stockbridge.,New York Giants,negative,-0.16391999999999998,0.0,{},"{'neg': 0.054, 'neu': 0.946, 'pos': 0.0, 'compound': -0.2732}",0
Rock Hill Herald,2024-11-07T16:30:13.000Z,Carolina Panthers extend top running back ahead of 2025 Munich game vs. New York Giants,New York Giants,positive,0.21672,0.0,{},"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.3612}",0
Antonino Antho_NYC on YouTube,2024-11-07T16:18:27.000Z,Living in America vote #highline #usavote #newyork,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
Tyler Dunne,2024-11-07T15:40:40.000Z,It’s nut-cutting time for NFL front offices. Can you win with your team or should you plan for 2025? Even then what is that 2025 plan? A ton of insight from — with a focus on those New York Giants:,New York Giants,positive,0.45432,0.3,{'outcome': 'win'},"{'neg': 0.0, 'neu': 0.908, 'pos': 0.092, 'compound': 0.6322}",0
Betting at Home,2024-11-07T15:38:17.000Z,Sport Betting Line Carolina Panthers vs. New York Giants at,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
FTN Fantasy,2024-11-07T15:33:18.000Z,Week 10 DVOA NFL Picks - Carolina Panthers vs. New York Giants - New Orleans Saints vs. Atlanta Falcons - Dallas Cowboys vs. Philadelphia Eagles - New Orleans Saints vs. Atlanta Falcons - Indianapolis Colts vs. Buffalo Bills,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
The Athletic New York,2024-11-07T15:07:06.000Z,Giants predictions at NFL midseason: Brian Daboll Joe Schoen survive; Daniel Jones benched,New York Giants,neutral,0.0,0.0,{},"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0
